date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:09:33	396/396	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2013%20Jan%202020%2013:37:46%20GMT	https://himsiunair.com/js/fetcher.js	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/js/fetcher.js	(from https://himsiunair.com/alumni)
16:09:37	11133/11133	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:34%20GMT	https://himsiunair.com/berita/31/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/31/details.html	(from https://himsiunair.com/berita)
16:09:39	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:38%20GMT	https://himsiunair.com/uploads/news/ed8495fbb9ef021e02d2481862c15f7f.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/ed8495fbb9ef021e02d2481862c15f7f.jpeg	(from https://himsiunair.com/berita)
16:09:41	86351/86351	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.1.0/jquery.min.js	C:/My%20Web%20Sites/Abdinesia%201/ajax.googleapis.com/ajax/libs/jquery/3.1.0/jquery.min.js	(from https://himsiunair.com/alumni)
16:09:41	9398/9398	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:40%20GMT	https://himsiunair.com/berita/30/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/30/details.html	(from https://himsiunair.com/berita)
16:09:42	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:42%20GMT	https://himsiunair.com/uploads/news/f710d5bc01d26f4e4061e7832f3b9891.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/f710d5bc01d26f4e4061e7832f3b9891.jpeg	(from https://himsiunair.com/berita)
16:09:43	14403/14403	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:43%20GMT	https://himsiunair.com/berita/28/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/28/details.html	(from https://himsiunair.com/berita)
16:09:44	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:44%20GMT	https://himsiunair.com/uploads/news/0086cb154d0f1368814020e6a226a691.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/0086cb154d0f1368814020e6a226a691.jpeg	(from https://himsiunair.com/berita)
16:09:47	360769/360769	---M--	200	added ('OK')	image/jpeg	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/tess.jpg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/tess.jpg	(from https://himsiunair.com/alumni)
16:09:47	15185/15185	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:45%20GMT	https://himsiunair.com/berita/26/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/26/details.html	(from https://himsiunair.com/berita)
16:09:48	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:48%20GMT	https://himsiunair.com/uploads/news/17da7c0b5b9d3457a3a8b2803841feb0.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/17da7c0b5b9d3457a3a8b2803841feb0.jpeg	(from https://himsiunair.com/berita)
16:09:48	20652/20652	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:49%20GMT	https://himsiunair.com/berita/24/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/24/details.html	(from https://himsiunair.com/berita)
16:09:49	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:49%20GMT	https://himsiunair.com/uploads/news/7d92ef0a8b48c6a0d4db40b4feeb3fd8.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/7d92ef0a8b48c6a0d4db40b4feeb3fd8.jpeg	(from https://himsiunair.com/berita)
16:09:49	18609/18609	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:50%20GMT	https://himsiunair.com/berita/23/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/23/details.html	(from https://himsiunair.com/berita)
16:09:49	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:50%20GMT	https://himsiunair.com/uploads/news/347ccbc5f21348d3c27da291abd68954.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/347ccbc5f21348d3c27da291abd68954.jpeg	(from https://himsiunair.com/berita)
16:09:50	12754/12754	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:50%20GMT	https://himsiunair.com/berita/22/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/22/details.html	(from https://himsiunair.com/berita)
16:09:50	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:50%20GMT	https://himsiunair.com/uploads/news/607dfaf3b410c063b4a843cd27d7c765.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/607dfaf3b410c063b4a843cd27d7c765.jpeg	(from https://himsiunair.com/berita)
16:09:50	12122/12122	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:51%20GMT	https://himsiunair.com/berita/21/details	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita/21/details.html	(from https://himsiunair.com/berita)
16:09:50	1482/1482	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2028%20Sep%202020%2009:09:51%20GMT	https://himsiunair.com/uploads/news/3499aec135588265530cbc300613c342.jpeg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/news/3499aec135588265530cbc300613c342.jpeg	(from https://himsiunair.com/berita)
16:09:51	13541/13541	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:51%20GMT	https://himsiunair.com/berita?page=1	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita2679.html	(from https://himsiunair.com/berita)
16:09:51	13424/13424	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:51%20GMT	https://himsiunair.com/berita?page=2	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita4658.html	(from https://himsiunair.com/berita)
16:09:51	7850/7850	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:09:52%20GMT	https://himsiunair.com/berita?page=3	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/berita9ba9.html	(from https://himsiunair.com/berita)
16:09:51	9972/9972	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/icon/academic/academic3.png	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/icon/academic/academic3.png	(from https://himsiunair.com/akademik)
16:09:52	23573/23573	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/icon/academic/academic2.png	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/icon/academic/academic2.png	(from https://himsiunair.com/akademik)
16:09:53	11510/11510	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/icon/academic/academic1.png	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/icon/academic/academic1.png	(from https://himsiunair.com/akademik)
16:10:07	214517/214517	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/icon/academic/academic4.png	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/icon/academic/academic4.png	(from https://himsiunair.com/akademik)
16:10:09	1793/1793	---MCZ	200	added ('OK')	text/css	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/css/user/katalog.css	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/css/user/katalog.css	(from https://himsiunair.com/katalog)
16:10:14	8959/8959	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:10:13%20GMT	https://himsiunair.com/katalog/2/view	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/katalog/2/view.html	(from https://himsiunair.com/katalog)
16:10:20	8975/8975	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:10:18%20GMT	https://himsiunair.com/katalog/5/view	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/katalog/5/view.html	(from https://himsiunair.com/katalog)
16:10:22	421614/421614	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jun%202020%2010:32:33%20GMT	https://himsiunair.com/image/icon/academic/academic5.png	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/image/icon/academic/academic5.png	(from https://himsiunair.com/akademik)
16:10:25	105510/105510	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Sep%202019%2019:59:54%20GMT	https://himsiunair.com/uploads/katalog/2/327988.jpg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/katalog/2/327988.jpg	(from https://himsiunair.com/katalog)
16:10:26	8975/8975	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:10:26%20GMT	https://himsiunair.com/katalog/6/view	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/katalog/6/view.html	(from https://himsiunair.com/katalog)
16:10:30	109498/109498	---M--	200	added ('OK')	image/jpeg	date:Mon,%2023%20Sep%202019%2019:59:54%20GMT	https://himsiunair.com/uploads/katalog/5/1540978601936.jpg	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/uploads/katalog/5/1540978601936.jpg	(from https://himsiunair.com/katalog)
16:10:31	8976/8976	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Sep%202020%2009:10:30%20GMT	https://himsiunair.com/katalog/7/view	C:/My%20Web%20Sites/Abdinesia%201/himsiunair.com/katalog/7/view.html	(from https://himsiunair.com/katalog)
